,spot_1,spot_2,spot_3,spot_4,spot_5,spot_6,spot_7,spot_8,spot_9,spot_10,spot_11,spot_12,spot_13,spot_14,spot_15,spot_16,spot_17,spot_18,spot_19,spot_20,spot_21,spot_22,spot_23,spot_24,spot_25,spot_26,spot_27,spot_28,spot_29,spot_30
SCP2,5.123045246,1.655252754,6.122294453,5.308469969,9.850753081,1.655252754,0,1.726332711,2.365427684,4.008693626,0,7.078413542,4.731590262,1.726332711,1.224603307,2.425466376,6.160378523,1.726332711,1.224603307,2.51030884,6.59102797,4.223467686,6.205124417,4.778907248,3.851683545,6.355542286,3.437532543,5.506936299,1.224603307,4.922601351
SCPEP1,6.120019604,0,4.070886724,0,2.768900463,0,1.301986261,1.815089112,0,1.894505106,2.424774467,4.583989575,0,1.894505106,0,2.04913288,2.424774467,2.424774467,0,0,1.301986261,4.505456725,0,0,2.424774467,4.818033342,0,0,0,2.673201103
SCYL1,2.446035243,1.451467892,0,0,0,0.793432976,4.417592142,2.446035243,0,0,2.446035243,1.971556899,1.451467892,0,0,0.793432976,2.535559563,0,0,3.05564857,1.084091671,0.778695996,0.793432976,2.446035243,3.239468219,2.446035243,3.530126914,0,1.971556899,1.572128972
SCYL2,3.613062339,1.451467892,0,0,3.264618884,2.980278146,2.18684517,0,1.838401715,0,1.838401715,0,1.451467892,0,2.18684517,2.980278146,4.716086776,0,0,3.613062339,1.426217169,2.18684517,2.219650145,0,2.219650145,3.613062339,1.838401715,1.426217169,2.18684517,0.793432976
SDAD1,4.345010393,0,0,0,2.398862657,0,1.946147735,1.946147735,0,0,1.946147735,0,0,0,0,0,3.482954328,0,0,3.482954328,3.482954328,1.163867109,2.398862657,1.946147735,4.345010393,4.345010393,3.030239407,2.398862657,0,1.163867109
SDC2,3.03788805,3.032913504,3.93734422,10.36328037,10.77054616,6.19827211,4.309468101,1.464932375,10.18551711,3.731561362,6.459477595,3.165920427,6.616129047,3.62652508,7.39213728,7.292643745,6.822598649,6.332690807,8.731550404,5.231625916,0,3.1870241,5.655604328,7.55379864,6.027728209,7.938858245,3.897007291,3.986639381,7.204262015,7.032162582
SDC4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.778695996,0,0,0,0,0,0,0,0.778695996
SDCBP,7.895861589,11.18699264,2.972932508,12.32853322,7.704736023,11.47526402,12.88537985,6.080078219,16.02533213,11.85890439,7.223702396,8.605416785,10.41919365,5.011662396,15.90210787,14.8930789,10.46898857,4.535401147,12.2367619,8.049425733,8.963331699,9.372971413,6.505734213,3.082158426,6.595103473,11.69605129,4.700374804,8.280708471,15.04106474,10.89059689
SDCCAG8,0,0,2.525708293,4.084207181,0,3.199089663,0.952409493,2.838658945,5.364367239,0.952409493,0.952413967,0,1.453242721,2.838658945,6.922866126,0.793432976,1.678554968,1.453242721,1.678554968,2.525708293,0,0.778695996,0.793432976,0,4.271550761,3.583378427,0,2.838658945,2.630968935,3.025371693
SDF2,1.903081377,0,0,0,1.903081377,0,0,0,2.47133552,0,2.47133552,0,0,0,0,2.47133552,2.987173048,0,0,2.987173048,5.458508568,2.47133552,1.903081377,2.47133552,1.903081377,1.903081377,1.084091671,1.903081377,0,0
SDF2L1,0,1.451467892,0,1.224603307,2.329026162,0,0,0,4.438607671,0,2.329026162,2.109581509,1.451467892,0,1.224603307,0,5.005097361,0,1.224603307,0,2.109581509,1.608941567,0,0,0,1.224603307,2.329026162,0,3.334184817,1.608941567
SDF4,4.885106735,6.784358472,4.190850823,4.396285006,3.260410772,5.66606746,2.472411845,2.057983752,1.920170311,4.369094777,0.952413967,2.920865999,5.662459458,0,5.844513784,5.639079602,5.160077856,3.511226472,3.144773619,1.520210854,2.722637875,6.860460151,3.978154063,0,1.920170311,2.177017274,3.578194606,2.996380064,7.263855342,4.335548808
SDHA,1.572888443,0,4.045300288,1.224603307,1.572888443,1.782343849,2.472411845,1.726332711,2.109581509,1.572888443,0,3.835914221,0,5.031241128,1.224603307,4.254755694,1.224603307,1.726332711,1.224603307,0,2.109581509,2.505028707,1.782343849,1.732019974,3.355232292,2.950936018,0,0,5.06620479,2.561039846
SDHAF2,2.04913288,0,0,1.224603307,0,0.793432976,0,0,0,0,0,0,0,1.732019974,1.224603307,2.842565855,1.224603307,0,1.224603307,0,0,0.778695996,0.793432976,1.732019974,0.793432976,3.273736187,0,0,2.956623281,1.572128972
SDHB,1.301986261,0,1.301986261,2.909614097,1.753860087,0,2.254395754,0,0,5.549354043,0,0,4.45629953,3.62652508,2.706269579,0,1.520210854,2.702439444,0,3.477415459,2.822197115,2.46585337,0,6.391664022,0.952409493,0.952409493,1.520210854,2.702439444,1.732019974,3.058372215
SDHC,3.951333167,0,1.930916272,0.952409493,5.040148775,0,2.923966391,0,1.920170311,0.952409493,0,3.67254495,4.319069041,0,0.952409493,1.930916272,5.058121493,0,3.603185645,9.306893451,3.357133441,1.920170311,5.277303753,3.613931606,6.229713245,2.378626661,2.525115998,6.852074536,3.89172721,1.930916272
SDR39U1,1.426217169,0,0,0,1.426217169,0,0,2.337320517,2.337320517,0,0,0,0,2.337320517,2.337320517,0,1.426217169,0,0,1.426217169,1.426217169,0,1.426217169,0,1.426217169,1.426217169,0,3.763537686,0,0
SDSL,0,0,0,0,0,0.952413967,0,1.349851911,1.449957386,0,0.952413967,1.349851911,2.28565133,0,0,0,0,0,1.449957386,0,0,2.228653383,1.449957386,0,1.449957386,0.952413967,0,2.28565133,2.402371353,0.778695996
SEC11A,6.34050586,6.949554095,9.399787362,9.73610842,6.992808316,6.621887242,4.238419497,8.734648968,4.029751821,3.25180923,1.923929732,8.11561444,5.429826611,8.915817646,5.440449237,4.380645594,6.217158437,7.649983854,12.96961355,5.447057681,5.078016182,9.567930931,5.886387813,4.795000989,8.605464325,4.173610717,8.179504328,4.469776818,7.912464621,7.698096091
SEC11C,6.79677281,2.343687444,6.79677281,5.787449696,4.377814115,0,2.718417145,0,4.129542517,3.491821892,4.129542517,3.730279108,1.793953043,4.271432373,0.952409493,0,6.941226363,2.291140802,2.343687444,2.759137203,3.286218506,6.142876174,0,4.023160775,3.491821892,0.952409493,5.702300014,3.032879392,1.732019974,4.376868522
SEC13,9.824925692,0,5.329757569,1.224603307,4.027771308,0.793432976,3.748021504,2.446035243,0,2.04938221,2.446035243,1.978389099,0,2.04938221,1.224603307,2.842565855,2.308694978,0,1.224603307,1.084091671,2.386077932,1.301986261,0.793432976,2.446035243,5.288850428,7.698160528,3.530126914,0,1.224603307,0.793432976
SEC14L1,3.48444663,5.060401204,3.48444663,1.718438978,3.040828736,4.402366288,1.766007652,0,3.758572027,1.202427021,1.838401715,2.920865999,3.857974184,0,0,3.199939268,4.373961278,0,1.920170311,1.084091671,4.052526344,5.404616942,2.713603287,0,2.713603287,0,2.922493386,1.202427021,1.920170311,2.511871954
SEC16A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SEC22B,2.18684517,1.629892482,2.525708293,6.521697664,2.365427684,4.610170627,4.023901426,0,9.291858288,4.5394957,2.291140802,2.109581509,6.126284968,0,6.34311515,4.610170627,2.319213724,4.993580245,2.319213724,4.712553463,2.109581509,2.18684517,0.793432976,4.993580245,5.156197525,6.34311515,0,4.496392487,6.615640403,0.793432976
SEC22C,4.97749471,1.942651811,5.493929353,0,4.97749471,1.745846943,0,1.942651811,2.109581509,4.275327887,0.952413967,6.030622419,2.702439444,1.572888443,0,0.793432976,1.426217169,4.645091255,0,1.426217169,3.535798678,0,4.162301956,2.702439444,3.792538588,4.357020234,0,4.128656613,3.061995476,0.793432976
SEC23A,0,1.567981129,1.930916272,1.567981129,1.930916272,0,0,0,0,0,1.923929732,0,0,1.923929732,0,1.930916272,3.498897401,1.923929732,1.567981129,0,1.930916272,0,1.930916272,1.930916272,1.930916272,0,1.567981129,1.930916272,1.923929732,1.930916272
SEC23B,0,0,0,1.678554968,0,0,0,0,0,0,2.424774467,0,0,0,1.678554968,0,4.103329435,2.424774467,1.678554968,0,0,3.203470463,0,0,2.424774467,1.678554968,0,0,1.678554968,0.778695996
SEC23IP,3.020425239,1.629892482,3.020425239,1.718438978,0,3.469203113,1.301986261,3.609540873,0,1.883208162,1.839310631,3.444771689,5.307053687,1.726332711,0,1.629892482,0,1.726332711,1.883208162,0,1.301986261,7.408662109,1.883208162,0,0,3.565643342,0,1.793953043,1.839310631,2.497134975
SEC24A,1.946147735,1.451467892,2.525708293,1.453242721,0,1.453242721,1.946147735,3.295999647,6.085247189,0,1.946147735,3.459433421,2.904710612,0,1.453242721,0,2.535559563,1.453242721,1.449957386,3.609799964,3.193673181,1.449957386,1.449957386,1.946147735,5.921813415,1.946147735,3.030239407,0,3.559538896,1.453242721
SEC24B,1.946147735,6.493582843,0,3.45143616,1.683015333,0.793432976,6.89899116,4.029015789,2.768961489,0,4.715109224,0,0,4.309700907,1.224603307,0.793432976,2.308694978,0,7.903412982,2.767107005,3.85305316,0.778695996,2.87630103,3.629163069,4.966413564,3.170751043,3.030239407,2.768961489,1.224603307,6.567923314
SEC24C,3.021917658,2.183881936,0,4.205436248,0,2.537914602,3.136291429,0,0,0.952409493,0,1.238926349,5.400067047,0,4.205436248,0,2.463529656,0,1.224603307,4.260844007,2.537914602,0,0,0,0.952409493,2.1770128,5.050341106,3.267349798,1.224603307,0
SEC24D,0,2.116051051,0,4.922380169,2.365427684,2.909484027,0,1.349851911,5.787740978,0,1.972355909,1.349851911,3.910004094,2.556952485,0,4.881839935,0,0,4.006909872,0,1.972355909,4.201009291,4.800342847,1.972355909,2.243390362,0,0,4.350905528,1.449957386,1.572128972
SEC31A,3.351119141,7.348110363,3.827694554,0,0,2.423325457,3.485868198,3.432719965,2.525708293,2.384742559,0,1.349851911,5.459509763,4.467610612,0,4.472458337,2.535559563,0,0,3.609799964,2.386077932,2.46585337,2.87630103,0,3.319141269,2.04913288,1.084091671,0,0,4.342042643
SEC31B,0,1.464932375,3.990640668,0,0,1.839310631,0,1.464932375,3.975665679,0,1.839310631,1.464932375,0,1.732019974,2.44606771,0,0,3.911000085,1.449957386,2.525708293,0,2.228653383,2.914889761,1.732019974,3.975665679,1.839310631,0,0,5.021287991,0.778695996
SEC61A1,3.488831431,0,1.301986261,5.275837997,1.838401715,3.559427651,5.128909856,0,1.838401715,1.640078425,3.210984197,0,0,0,5.505478563,2.18684517,5.037167537,0,1.678554968,5.664260629,2.822197115,4.267527428,0,1.957204605,1.640078425,6.878061044,3.35861257,0,5.237982619,0.778695996
SEC61B,10.0396728,8.500630868,6.04439218,13.77860533,10.56427801,5.499497345,6.969504978,10.98044049,11.4907005,11.52064182,8.978285406,11.00911481,7.344041769,10.0577803,4.930442188,3.957366629,9.447854085,10.58457744,13.53295265,4.81478415,11.45031895,15.35854288,8.792335697,7.127056327,14.4061388,8.156357104,11.49401733,10.9296656,4.517909613,11.97915208
SEC61G,11.66100246,1.202427021,11.15858492,9.924678476,13.14322761,7.259110129,6.111975026,5.632497348,3.741098188,5.088865486,4.215070534,11.46482915,4.460797494,7.928492916,11.26871143,5.815498364,5.572114277,13.65072109,3.626596683,7.748753573,5.724593987,12.05895064,6.225920257,6.696628361,7.556045997,9.017128114,6.875066237,7.505367736,5.602735381,8.52473194
SEC62,16.40255708,5.659176632,7.569681047,11.73973948,15.3531277,13.05257793,6.27797174,2.082868054,9.255978797,11.38948405,6.099192059,9.740540436,8.425876286,7.971741316,12.01558751,9.189002711,7.546419972,5.128417119,6.382327473,9.706466632,10.15701745,9.622493769,9.09482733,5.327027891,8.223747901,15.22579659,5.275934259,7.233068546,15.6314375,10.27069206
SEC63,6.086036945,5.760190515,1.766007652,1.37158326,3.67295141,2.154840987,7.267620584,1.946147735,3.741098188,4.947891839,5.189702504,1.202427021,0,0,3.745464818,2.373881558,1.084091671,2.291140802,3.920481776,3.554616061,4.052526344,4.379832147,1.449957386,6.707812927,4.767688382,4.270144963,3.030239407,1.202427021,4.776252911,1.163867109
SECISBP2,1.572888443,0,1.572888443,0,1.572888443,0,0,1.726332711,1.920170311,3.957631002,0,1.726332711,0,5.683963713,0,0,0,1.726332711,1.920170311,0,0,4.425199019,1.920170311,0,3.493058754,1.726332711,0,0,1.920170311,3.163438555
SECISBP2L,0,3.712760535,0,0,2.246520397,4.603501769,1.791134954,3.432719965,3.763490862,3.68564006,1.972355909,1.349851911,3.876412879,5.768508114,2.246520397,6.575857678,0,0,0,0,3.763490862,1.972355909,3.265342388,1.972355909,1.182474334,0,0,0,0,4.868114394
SECTM1,2.6896539,1.451467892,2.525708293,0.952409493,0,4.813004085,3.642063392,2.098780882,4.498064202,0.952409493,4.095706094,2.098780882,1.451467892,1.732019974,3.642063392,4.662009808,1.451467892,0,0,5.215362193,1.972355909,5.440705805,0,3.704375882,3.478117786,5.765413578,0,0,6.545024059,0.778695996
SEH1L,1.301986261,0,1.301986261,0,0,0,1.301986261,0,0,0,0,0,0,0,0,0,0,0,0,0,1.301986261,2.910927828,0,0,0,0,0,0,0,1.608941567
SEL1L,6.539461418,3.813774418,4.593313682,4.780098542,1.572888443,2.423325457,9.456150986,4.133226532,0,3.409944699,1.946147735,1.718438978,1.629892482,1.572888443,3.061659563,2.423325457,2.744814161,0,1.224603307,3.707289651,2.822197115,4.184292349,0.793432976,1.946147735,6.14952541,5.007807299,5.653437386,0,1.224603307,3.675739063
SEL1L3,0,2.183881936,0,0,0,0,2.183881936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SELL,7.966174163,2.183881936,0,0,2.898708242,1.791134954,6.443553208,0,4.395515677,4.493574397,1.923929732,6.311843391,7.605704832,3.715064686,3.457455345,4.333484877,5.221726262,8.083824521,0,10.21537858,8.37831559,0,2.898708242,2.702439444,2.898708242,5.441058165,3.60920767,6.840074034,6.996846774,1.791134954
SELPLG,2.19199224,3.973579926,1.930916272,3.715270705,5.876768599,2.423325457,1.37158326,1.349851911,0,1.37158326,0,1.349851911,3.383752568,0,3.125443347,4.35424173,6.466595957,0,2.343687444,2.19199224,4.122908512,0,4.916341488,1.930916272,6.287924748,3.5635755,2.343687444,4.122908512,0,2.724349248
SEMA3C,0,3.392913139,0,1.837056256,1.202427021,6.181350182,1.837056256,1.349851911,0,7.124474501,4.185490186,4.74276505,0,1.894505106,4.283123966,0.793432976,2.190486118,2.44606771,2.190486118,0,1.202427021,0,0.793432976,0,2.630489232,3.832060324,0,1.202427021,4.185490186,2.687938082
SEMA4A,2.525115998,1.202427021,2.525708293,0.952409493,1.202427021,1.202427021,0.952409493,0,2.525708293,2.154836513,0,1.202427021,2.525115998,0,0.952409493,0,0,0,0,5.050824292,1.202427021,0.778695996,0,0,3.478117786,0.952409493,2.525115998,1.202427021,0,0.778695996
SEMA4B,0,0,0,1.37158326,0,2.166015457,1.37158326,0,0,1.37158326,1.372582481,2.351933572,0,0,1.37158326,0.793432976,2.351933572,0,0,2.351933572,0,0.778695996,0.793432976,0,2.165016236,2.744165742,0,2.351933572,1.372582481,1.572128972
SEMA4D,9.477955522,6.123370328,3.338896095,7.295035935,3.47596982,9.766253619,6.696397268,2.082868054,4.082275756,6.210937996,3.243554769,0,5.966877776,9.07341653,7.024413232,8.93659703,5.786315668,4.217516304,1.958783068,6.54739442,5.460223983,3.952852822,4.779382407,6.480628648,5.221812289,10.00266595,0,1.903081377,6.830062178,6.405448538
SEMA6B,2.04913288,3.19787361,0,6.822406704,3.896385467,5.93455193,1.640078425,3.941191914,3.288359102,5.417791693,1.838401715,0,7.251994694,1.894505106,5.254425575,4.472458337,5.567487274,3.511226472,7.062251107,0,0,6.169845297,6.184582276,0,3.883468787,5.850315734,5.464366596,2.28565133,3.611061816,4.919876799
SEMA7A,0,0,0,0,0,0,0,0,0,0,0,0,1.793953043,0,0,0,1.793963536,0,0,1.793963536,1.793963536,1.760134737,0,0,0,0,1.793963536,1.793953043,0,1.760134737
SENP2,3.759733613,2.082868054,1.572888443,0,1.572888443,2.18684517,2.18684517,2.082868054,5.924135244,1.572888443,5.924135244,0,0,3.655756497,2.18684517,5.320533371,0,2.790447043,0,2.18684517,3.133688201,5.320533371,2.082868054,5.924135244,1.572888443,2.18684517,0,0,2.18684517,0
SENP5,4.028629983,1.629892482,4.028629983,3.781555793,1.978389099,1.629892482,4.23731968,2.187078796,0,0,0,3.964369496,1.629892482,2.556952485,1.224603307,1.629892482,4.294675376,0,3.781555793,5.257150865,3.134332555,2.050240884,2.556952485,0,0,3.202992406,3.271170468,4.542932883,1.224603307,0
SENP6,7.691166751,6.622647036,7.789697039,7.155441253,3.551277542,1.453242721,10.05869214,2.187078796,0,4.899179493,0,1.978389099,4.328815786,1.572888443,8.450204789,4.846293403,4.31279529,3.899310431,2.792584436,5.664494255,3.286218506,2.929874761,0,1.957204605,2.525297936,4.155401898,5.275270779,0,3.598484865,2.61710983
SENP7,4.894300145,1.451467892,2.202993519,3.881548487,2.691306626,2.537914602,0,0,0,0,2.679965207,2.202993519,1.451467892,0,1.678554968,0,5.821329485,2.679965207,1.678554968,2.691306626,5.229221228,2.202993519,2.691306626,0,2.691306626,7.049826801,0,2.691306626,1.678554968,2.202993519
SEPHS2,2.04913288,1.655252754,0,2.1770128,1.655252754,1.655252754,0.952409493,0,0,2.607662247,0,1.655252754,0,0,2.1770128,2.04913288,1.224603307,0,1.224603307,0,1.655252754,1.163867109,0,0,0.952409493,4.226145679,0,1.655252754,1.224603307,1.163867109
SERBP1,11.36765538,10.19699583,7.378158606,6.937965186,7.571780135,12.6332705,11.9700757,1.464932375,7.072332164,7.931829263,9.370660845,3.436489274,11.51408821,6.549908631,15.12473595,12.59455721,13.56976413,13.46648688,5.772885425,9.458921785,8.382303412,11.98857008,9.799910504,4.644581674,11.90648028,12.4257387,8.779196931,2.983509608,12.54076803,10.92434576
SERF2,23.91074656,30.61634359,23.83301152,26.86069676,24.93391728,29.0290564,23.66965614,25.34408811,30.21079251,27.85211089,24.7452174,26.89633679,29.14417762,24.22463072,25.53914101,23.27993279,22.51962376,26.99959572,28.06006396,25.32476876,27.09083018,25.08382306,22.70221971,24.93175193,19.67895234,26.39529635,21.08395721,21.98279974,23.74142812,25.36040136
SERINC1,1.946147735,4.227995452,2.598102971,7.769794526,6.377469179,8.153808119,7.91670254,8.614537665,11.38561735,8.020125042,9.551725928,7.398650299,7.319784237,1.791134954,5.404366842,4.214460411,6.978775049,6.841792734,5.525006563,6.561059949,3.900716463,2.661904159,7.628184981,8.773050984,4.731921765,8.383376845,8.815693566,2.690965819,6.554469565,4.816506646
SERINC3,3.020425239,3.285295074,3.020425239,6.489518875,3.567854704,3.608083708,2.254395754,4.921526999,6.654044015,9.899062939,0.952413967,4.159792348,9.681113429,6.816032106,5.244311158,0,2.32301802,4.155682164,1.449957386,2.32301802,3.588504953,4.470382626,6.680107316,5.849721319,2.402366879,1.904823459,4.231373547,7.982451759,2.402371353,5.066186805
SERP1,17.1337768,8.111347351,11.712276,16.12816905,16.61460297,11.92422084,10.44921432,11.62203882,13.95978583,12.94461975,6.258500778,8.528772134,8.605401872,15.3799616,15.79269968,13.97995812,7.211100495,11.44862263,8.556361141,8.586021151,10.70859649,13.10440083,16.91933542,11.07168733,14.26846763,14.16736691,10.68491847,11.30283284,11.28415894,14.12061919
SERPINA1,1.946147735,4.616979984,0,3.131797688,1.838401715,4.653181988,3.917704634,3.761236847,3.758572027,2.384742559,3.784549451,3.786646011,6.070222705,2.384742559,3.131797688,3.199939268,5.727430375,1.453242721,3.598725279,1.971556899,0,1.920170311,2.713603287,1.946147735,4.659751023,3.624702703,3.784549451,0,5.570282178,4.631418255
SERPINB1,8.768784812,4.480233185,6.62000231,8.448301943,14.42921095,6.811227992,3.136291429,1.349851911,7.094357481,3.248760742,3.571762255,9.950320603,10.88867984,0,6.610955678,6.583819311,7.003597732,1.453242721,1.958783068,2.525115998,6.831399135,1.718438978,4.534686432,2.425466376,5.487095924,8.388836362,5.144464286,7.007468955,5.020778544,7.70636813
SERPINB2,0,1.451467892,0,7.905219879,2.865330455,5.840860641,2.743544446,0,8.68621723,2.743544446,2.123350185,2.109581509,3.377843394,1.791134954,5.039889424,1.791134954,3.612572321,1.926375502,4.081274741,0,3.900716463,4.400684794,1.920170311,0,2.872579804,5.236864108,0,0,8.314206436,6.198024938
SERPINB6,2.525115998,2.653894912,0,2.1770128,1.202427021,3.337315322,0.952409493,2.302579891,0,4.508277385,0.952413967,3.505006912,6.330024762,0,2.1770128,1.182474334,3.76016287,0,1.224603307,3.60920767,2.286518692,0.778695996,3.535915206,2.353440872,2.134883827,3.129426767,5.962648542,1.202427021,2.177017274,1.961170331
SERPINB8,0,3.318478071,0,0,3.531453183,4.111911047,0,0,2.329026162,1.202427021,2.329026162,1.202427021,2.116051051,0,0,2.909484027,2.329026162,0,0,0,1.202427021,0,0.793432976,0,0.793432976,0,2.329026162,1.202427021,0,0.793432976
SERPINB9,6.626007957,6.753100861,2.202993519,3.65623624,5.121903551,4.543026945,0,3.966076216,6.56665049,6.553440969,5.116693104,4.499344768,3.336450883,2.082868054,3.827124278,5.216447413,3.909643973,3.744383522,3.333165548,1.084091671,3.38044292,6.314855064,6.209466578,2.291140802,2.243390362,2.04913288,3.909643973,2.296351249,3.823838944,5.228365212
SERPING1,0,0,0,0,0,1.372582481,0,1.815089112,1.449957386,1.894505106,1.372582481,1.815089112,0,1.894505106,0,0,0,0,1.449957386,0,0,1.449957386,1.449957386,0,1.449957386,1.372582481,0,0,2.822539867,1.894505106
SERTAD1,0,0,0,0,2.057983752,2.057983752,0,2.057983752,1.920170311,0,0,0,0,0,0,0,0,2.057983752,1.920170311,0,0,4.75685006,3.978154063,0,1.920170311,0,2.057983752,0,1.920170311,0.778695996
SERTAD2,7.085842726,4.298332781,3.030976833,0,0,2.18684517,2.18684517,1.883208162,3.030976833,7.4627409,0,0,9.538426563,0,4.560726728,4.560726728,1.924451223,3.20565118,1.883208162,7.742938001,0,5.488941079,1.883208162,3.20565118,3.030976833,2.18684517,2.525115998,3.20565118,4.560726728,1.418887747
SESN1,0,1.451467892,0,0,0,0,2.187078796,2.187078796,0,0,0,0,1.451467892,0,0,0,1.451467892,0,0,2.187078796,0,0,0,0,0,0,2.187078796,0,0,0
SESN3,4.711961168,7.427324291,2.425466376,2.960276956,5.685877148,12.92498149,7.103357427,6.815793332,4.917311267,9.380886394,9.671355961,8.715778162,4.408324161,9.475506482,2.18684517,10.71209715,10.39203509,6.406687951,5.233504015,11.83529341,8.545204664,10.52516746,10.42373404,9.090119214,6.032715177,2.18684517,4.58309975,5.819391786,11.16464763,6.552896069
SESTD1,0,0,0,2.365427684,2.365427684,0.793432976,0,1.349851911,2.365427684,0,0,1.349851911,1.793953043,0,0,0.793432976,1.084091671,0,0,1.084091671,1.084091671,0,0.793432976,0,0.793432976,0,1.084091671,1.793953043,0,0.793432976
SET,10.19363107,5.439877094,9.628301022,12.81246555,11.2319502,6.027891075,4.956040285,6.012192389,9.110054851,3.984882326,6.566318437,10.44346486,9.450772522,3.775714921,7.466696656,3.355290736,14.46609498,6.07748268,7.496431268,17.30204053,9.825303447,10.0849464,5.371170469,2.751797212,12.37103544,7.451298606,11.32002338,11.81769314,4.047143175,12.53450957
SETD1B,0,0,0,0,0,0,0,0,0,0,0,1.238926349,0,0,0,0,1.238926349,0,0,1.238926349,0,0,0,0,0,0,0,1.238926349,0,0
SETD2,5.541889614,5.835766166,5.541889614,9.089214281,2.775315464,5.732283498,4.689974043,3.698297274,2.109581509,5.610933118,4.548124652,11.28762846,6.667863844,6.323554768,4.659387909,2.406506292,6.089309832,2.424774467,5.788595983,3.957537296,5.078016182,9.440850909,1.883208162,2.523833472,7.176905255,4.754314646,2.028423449,5.216830867,10.40687703,5.593693481
SETD3,8.918760488,4.504500792,1.572888443,5.939032489,3.938316127,4.035549169,4.06650982,1.946147735,2.365427684,6.567858839,2.898561702,0,5.6082512,1.572888443,6.448213116,4.504500792,0,1.453242721,0,2.525115998,0,0,0,1.946147735,5.639398263,5.018923787,4.471263734,0,3.827022278,1.453242721
SETD5,0,2.082868054,0,1.224603307,0,0.793432976,0,3.809200765,0,0,0,1.726332711,0,3.809200765,1.224603307,0.793432976,1.224603307,1.726332711,1.224603307,0,0,2.505028707,2.87630103,0,0.793432976,2.950936018,0,0,1.224603307,1.572128972
SETDB1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.084091671,0,0,1.084091671,1.084091671,0,0,0,0,0,1.084091671,0,0,0
SETDB2,0,1.629892482,1.930916272,0,1.930916272,1.629892482,0,0,5.055996718,0,5.055996718,0,4.206910804,0,0,6.32566467,1.930916272,2.291140802,0,0,4.695772188,2.764855916,1.930916272,6.98691299,1.930916272,0,0,4.507934595,0,1.930916272
SETX,4.700766066,1.451467892,4.86502524,6.281415356,6.261813151,5.235462153,4.700766066,8.929402523,6.12399971,3.20565118,6.279441026,1.815089112,4.657119071,0,1.958783068,1.182474334,6.332744346,5.263634931,6.489247795,3.041296276,3.338822494,7.396751996,5.160628397,10.21918544,5.548679888,6.399822378,7.426512381,3.20565118,5.873957447,2.346341443
SF1,8.691562379,6.159903385,8.224445753,5.348694499,8.774987305,3.838144075,0.952409493,5.692408927,4.364110009,8.962035196,1.838401715,4.64719871,5.090310969,5.858582975,8.258723918,8.037131797,6.514132149,3.179575432,3.107811469,4.045919147,4.653554147,6.746867599,7.079466823,1.930916272,8.640890602,5.952478391,3.35861257,3.133343293,4.099211618,7.703960052
SF3A1,0,3.429259873,0,3.179242345,4.794688823,3.368442478,5.908449778,2.187078796,4.607363204,2.154836513,5.979945685,1.202427021,1.753860087,2.226832853,2.706269579,0.793432976,1.838401715,0,4.995794342,2.187078796,3.971388509,0.778695996,0.793432976,0,3.972675321,2.324991974,4.025480512,3.971388509,1.372582481,6.567923314
SF3A2,0,1.629892482,0,0.952409493,0,3.469203113,0.952409493,0,0,0.952409493,1.839310631,0,1.629892482,0,0.952409493,1.629892482,0,0,0,0,0,0,0,0,0.952409493,2.791720124,0,0,1.839310631,0
SF3A3,5.67643887,0,3.48444663,1.718438978,2.19199224,0,1.766007652,1.349851911,0,0,0,3.068290889,0,1.732019974,0,0,3.276083911,0,0,3.276083911,5.042091563,3.48444663,2.19199224,1.732019974,2.19199224,2.19199224,1.084091671,2.19199224,1.732019974,1.718438978
SF3B1,14.99678584,14.6033806,12.52048306,5.103047314,10.51599291,13.2385576,16.05437863,20.43892883,10.9959211,10.17836592,12.29628317,12.25232523,11.79407794,10.45519357,16.44561883,14.93571667,16.34228955,16.47546234,10.65483457,14.58365524,12.66263355,17.54676078,14.27093023,9.772355571,10.88157513,13.33583259,15.12454369,8.609538036,16.54175601,7.022529657
SF3B2,8.067005613,5.954306721,9.930603692,8.086588419,4.496670146,10.16422471,4.452980539,9.310957939,2.109581509,5.820834421,4.75202006,8.853692026,8.738305883,9.505442577,3.131797688,6.769603497,8.111202809,7.069282274,1.678554968,9.047977769,10.42137714,8.120108349,10.26433851,10.25786805,8.360760114,5.732133272,8.649621429,2.923781703,8.344230333,9.91383855
SF3B3,3.946770001,2.373881558,4.134746203,2.909614097,1.572888443,0.793432976,0.952409493,0,0,6.7936846,0,0,0,3.467393549,5.888148811,5.729172294,0,0,0,1.957204605,0,1.163867109,0.793432976,1.957204605,3.318730911,0.952409493,2.56185776,0,2.373881558,6.413662952
SF3B4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.778695996,0,0,0,0,0,0,0,0.778695996
